ies_name	ies_ret	ies+	ies-
IESPGM.PTET51.1.149.88766	0.5238	33	30
IESPGM.PTET51.1.149.90156	0.2632	15	42
IESPGM.PTET51.1.149.90349	0.1944	7	29
IESPGM.PTET51.1.149.90364	0.1842	7	31
IESPGM.PTET51.1.149.96124	0.1237	12	85
IESPGM.PTET51.1.149.97034	0.4154	27	38
IESPGM.PTET51.1.149.98240	0.5143	36	34
IESPGM.PTET51.1.149.98386	0.3125	20	44
IESPGM.PTET51.1.149.100757	0.4500	9	11
IESPGM.PTET51.1.149.105608	0.1667	13	65
IESPGM.PTET51.1.149.109644	0.3590	14	25
IESPGM.PTET51.1.149.113025	0.3409	15	29
IESPGM.PTET51.1.149.113499	0.4118	21	30
IESPGM.PTET51.1.149.116596	0.1667	4	20
IESPGM.PTET51.1.149.120309	0.6923	27	12
IESPGM.PTET51.1.149.120937	0.1538	8	44
IESPGM.PTET51.1.149.121633	0.3548	11	20
IESPGM.PTET51.1.149.122548	0.4118	21	30
IESPGM.PTET51.1.149.123903	0.3542	34	62
IESPGM.PTET51.1.149.128524	0.3091	17	38
IESPGM.PTET51.1.149.129294	0.8125	26	6
IESPGM.PTET51.1.149.131927	0.3030	20	46
IESPGM.PTET51.1.149.132475	0.4884	21	22
IESPGM.PTET51.1.149.132774	0.2800	28	72
IESPGM.PTET51.1.149.138299	0.7917	19	5
IESPGM.PTET51.1.149.139268	0.3182	7	15
IESPGM.PTET51.1.149.141721	0.8000	4	1
IESPGM.PTET51.1.149.144412	0.3571	15	27
IESPGM.PTET51.1.149.144603	0.3333	14	28
IESPGM.PTET51.1.149.145514	0.7857	11	3
IESPGM.PTET51.1.149.147476	0.3750	6	10
IESPGM.PTET51.1.149.149574	0.1951	8	33
IESPGM.PTET51.1.149.150063	0.0714	5	65
IESPGM.PTET51.1.149.150642	0.0769	1	12
IESPGM.PTET51.1.149.151134	0.2308	18	60
IESPGM.PTET51.1.149.152401	0.5098	26	25
IESPGM.PTET51.1.149.154994	0.2407	13	41
IESPGM.PTET51.1.149.155884	0.4545	10	12
IESPGM.PTET51.1.149.157192	0.4098	25	36
IESPGM.PTET51.1.149.162212	0.1795	7	32
IESPGM.PTET51.1.149.167543	0.2195	9	32
IESPGM.PTET51.1.149.169108	0.3830	36	58
IESPGM.PTET51.1.149.169899	0.0455	1	21
IESPGM.PTET51.1.149.175567	0.2830	15	38
IESPGM.PTET51.1.149.175725	0.2727	12	32
IESPGM.PTET51.1.149.175889	0.0588	3	48
IESPGM.PTET51.1.149.178933	0.4118	21	30
IESPGM.PTET51.1.149.179846	0.5769	15	11
IESPGM.PTET51.1.149.180470	0.3964	44	67
IESPGM.PTET51.1.149.182980	0.2609	6	17
IESPGM.PTET51.1.149.183529	0.2941	5	12
IESPGM.PTET51.1.149.183816	0.2692	7	19
IESPGM.PTET51.1.149.185951	0.4286	6	8
IESPGM.PTET51.1.149.187048	0.1507	11	62
IESPGM.PTET51.1.149.188645	0.3103	9	20
IESPGM.PTET51.1.149.190439	0.5238	11	10
IESPGM.PTET51.1.149.190638	0.5526	21	17
IESPGM.PTET51.1.149.190781	0.2581	8	23
IESPGM.PTET51.1.149.192084	0.2414	14	44
IESPGM.PTET51.1.149.194220	0.2619	22	62
IESPGM.PTET51.1.149.194682	0.1087	5	41
IESPGM.PTET51.1.149.199574	0.3333	16	32
IESPGM.PTET51.1.149.201396	0.1250	7	49
IESPGM.PTET51.1.149.202738	0.2400	12	38
IESPGM.PTET51.1.149.203391	0.2647	9	25
IESPGM.PTET51.1.149.205074	0.3600	9	16
IESPGM.PTET51.1.149.207541	0.3148	17	37
IESPGM.PTET51.1.149.207655	0.4062	13	19
IESPGM.PTET51.1.149.207957	0.3684	21	36
IESPGM.PTET51.1.149.208343	0.5818	32	23
IESPGM.PTET51.1.149.209646	0.3409	15	29
IESPGM.PTET51.1.149.209823	0.2344	15	49
IESPGM.PTET51.1.149.211180	0.4444	36	45
IESPGM.PTET51.1.149.211259	0.5238	22	20
IESPGM.PTET51.1.149.212739	0.5217	12	11
IESPGM.PTET51.1.149.213261	0.2500	15	45
IESPGM.PTET51.1.149.215198	0.1714	6	29
IESPGM.PTET51.1.149.216705	0.3667	11	19
IESPGM.PTET51.1.149.217885	0.3636	16	28
IESPGM.PTET51.1.149.218701	0.3810	8	13
IESPGM.PTET51.1.149.221260	0.5217	12	11
IESPGM.PTET51.1.149.222102	0.1481	4	23
IESPGM.PTET51.1.149.222563	0.1429	3	18
IESPGM.PTET51.1.149.222828	0.3571	10	18
IESPGM.PTET51.1.149.223578	0.5000	14	14
IESPGM.PTET51.1.149.224621	0.4237	25	34
IESPGM.PTET51.1.149.225119	0.5152	34	32
IESPGM.PTET51.1.149.226429	0.8261	19	4
IESPGM.PTET51.1.149.226578	0.4286	12	16
IESPGM.PTET51.1.149.227426	0.3673	18	31
IESPGM.PTET51.1.149.228580	0.3774	20	33
IESPGM.PTET51.1.149.232541	0.2381	5	16
IESPGM.PTET51.1.149.232597	0.2083	5	19
IESPGM.PTET51.1.110.145	0.5789	11	8
IESPGM.PTET51.1.110.279	0.3696	17	29
IESPGM.PTET51.1.110.410	0.2500	5	15
IESPGM.PTET51.1.110.585	0.6190	26	16
IESPGM.PTET51.1.110.5041	0.4848	16	17
IESPGM.PTET51.1.110.9620	0.5455	18	15
IESPGM.PTET51.1.110.29271	0.6000	15	10
IESPGM.PTET51.1.110.32397	0.4286	24	32
IESPGM.PTET51.1.110.32452	0.2157	11	40
IESPGM.PTET51.1.110.33022	0.1569	8	43
IESPGM.PTET51.1.110.33513	0.4310	25	33
IESPGM.PTET51.1.110.33747	0.5192	27	25
IESPGM.PTET51.1.110.33926	0.4444	40	50
IESPGM.PTET51.1.110.37177	0.4359	17	22
IESPGM.PTET51.1.110.39049	0.3766	29	48
IESPGM.PTET51.1.110.39136	0.4500	18	22
IESPGM.PTET51.1.110.40147	0.4127	26	37
IESPGM.PTET51.1.110.40376	0.3939	13	20
IESPGM.PTET51.1.110.40476	0.3231	21	44
IESPGM.PTET51.1.110.41129	0.4194	26	36
IESPGM.PTET51.1.110.41595	0.6364	35	20
IESPGM.PTET51.1.110.48613	0.5714	8	6
IESPGM.PTET51.1.110.48789	1.0000	6	0
IESPGM.PTET51.1.110.49451	0.2200	11	39
IESPGM.PTET51.1.110.52111	0.2947	28	67
IESPGM.PTET51.1.110.53754	0.5410	33	28
IESPGM.PTET51.1.110.55944	0.9688	31	1
IESPGM.PTET51.1.110.58169	0.2500	2	6
IESPGM.PTET51.1.110.58517	0.7778	21	6
IESPGM.PTET51.1.110.60469	0.5588	19	15
IESPGM.PTET51.1.110.61582	0.1512	13	73
IESPGM.PTET51.1.110.63427	0.3966	23	35
IESPGM.PTET51.1.110.65674	0.5714	16	12
IESPGM.PTET51.1.110.71319	0.9923	129	1
IESPGM.PTET51.1.110.71947	0.4375	28	36
IESPGM.PTET51.1.110.73107	0.5676	21	16
IESPGM.PTET51.1.110.74143	0.4483	26	32
IESPGM.PTET51.1.110.76515	0.2308	6	20
IESPGM.PTET51.1.110.79144	0.2553	12	35
IESPGM.PTET51.1.110.79380	0.5333	32	28
IESPGM.PTET51.1.110.80871	0.1224	6	43
IESPGM.PTET51.1.110.81082	0.3696	17	29
IESPGM.PTET51.1.110.83178	0.2639	19	53
IESPGM.PTET51.1.110.85037	0.4318	19	25
IESPGM.PTET51.1.110.85458	0.4815	26	28
IESPGM.PTET51.1.110.86832	0.6596	31	16
IESPGM.PTET51.1.110.87701	0.3333	12	24
IESPGM.PTET51.1.110.88437	0.3966	23	35
IESPGM.PTET51.1.110.91491	0.4857	17	18
IESPGM.PTET51.1.110.92583	0.1159	8	61
IESPGM.PTET51.1.110.93521	0.2609	6	17
IESPGM.PTET51.1.110.95785	0.4844	31	33
IESPGM.PTET51.1.110.99451	0.2435	28	87
IESPGM.PTET51.1.110.100228	0.1207	7	51
IESPGM.PTET51.1.110.101640	0.5111	23	22
IESPGM.PTET51.1.110.104535	0.5000	16	16
IESPGM.PTET51.1.110.107013	0.3214	9	19
IESPGM.PTET51.1.110.107190	0.6000	12	8
IESPGM.PTET51.1.110.112010	0.0909	5	50
IESPGM.PTET51.1.110.112205	0.2083	10	38
IESPGM.PTET51.1.110.112507	0.5000	39	39
IESPGM.PTET51.1.110.112927	0.2113	15	56
IESPGM.PTET51.1.110.113155	0.4068	24	35
IESPGM.PTET51.1.110.115502	0.3488	30	56
IESPGM.PTET51.1.110.116022	0.6250	35	21
IESPGM.PTET51.1.110.116103	0.3871	12	19
IESPGM.PTET51.1.110.116367	0.2683	11	30
IESPGM.PTET51.1.110.116563	0.2821	11	28
IESPGM.PTET51.1.110.116897	0.5495	50	41
IESPGM.PTET51.1.110.117348	0.4815	26	28
IESPGM.PTET51.1.110.117669	0.3833	23	37
IESPGM.PTET51.1.110.118370	0.3684	21	36
IESPGM.PTET51.1.110.119106	0.4265	29	39
IESPGM.PTET51.1.110.119134	0.4714	33	37
IESPGM.PTET51.1.110.123220	0.6000	6	4
IESPGM.PTET51.1.110.126515	0.7541	46	15
IESPGM.PTET51.1.110.128870	0.0000	0	10
IESPGM.PTET51.1.110.129082	1.0000	15	0
IESPGM.PTET51.1.110.129705	0.6286	22	13
IESPGM.PTET51.1.110.131938	0.6087	14	9
IESPGM.PTET51.1.110.132167	0.4324	16	21
IESPGM.PTET51.1.110.133852	0.3548	22	40
IESPGM.PTET51.1.110.133972	0.4615	18	21
IESPGM.PTET51.1.110.135282	0.6316	12	7
IESPGM.PTET51.1.110.135381	0.4783	22	24
IESPGM.PTET51.1.110.136310	0.3750	12	20
IESPGM.PTET51.1.110.137079	0.3537	29	53
IESPGM.PTET51.1.110.137857	0.6333	19	11
IESPGM.PTET51.1.110.138605	0.5161	16	15
IESPGM.PTET51.1.110.140805	0.2558	11	32
IESPGM.PTET51.1.110.141681	0.1607	9	47
IESPGM.PTET51.1.110.141917	0.4512	37	45
IESPGM.PTET51.1.110.142955	0.2174	15	54
IESPGM.PTET51.1.110.143948	0.1163	5	38
IESPGM.PTET51.1.110.145999	0.4375	21	27
IESPGM.PTET51.1.110.147636	0.1167	7	53
IESPGM.PTET51.1.110.150835	0.2113	15	56
IESPGM.PTET51.1.110.153776	0.2500	9	27
IESPGM.PTET51.1.110.153846	0.2333	7	23
IESPGM.PTET51.1.110.160002	0.3871	36	57
IESPGM.PTET51.1.110.160137	0.3958	19	29
IESPGM.PTET51.1.110.162480	0.5909	13	9
IESPGM.PTET51.1.110.165945	0.3878	19	30
IESPGM.PTET51.1.110.168330	0.3611	13	23
IESPGM.PTET51.1.110.168725	0.2909	16	39
IESPGM.PTET51.1.110.172188	0.3200	16	34
IESPGM.PTET51.1.110.172670	0.3649	27	47
IESPGM.PTET51.1.110.172890	0.3385	22	43
IESPGM.PTET51.1.110.173358	0.5208	25	23
IESPGM.PTET51.1.110.173626	0.3333	10	20
IESPGM.PTET51.1.110.174678	0.4571	16	19
IESPGM.PTET51.1.110.176119	0.4643	13	15
IESPGM.PTET51.1.110.178076	0.2564	20	58
IESPGM.PTET51.1.110.180102	0.3820	34	55
IESPGM.PTET51.1.110.180551	0.2981	31	73
IESPGM.PTET51.1.110.185749	0.5441	37	31
IESPGM.PTET51.1.110.187662	0.7143	10	4
IESPGM.PTET51.1.110.188736	0.2658	21	58
IESPGM.PTET51.1.110.190610	0.5192	27	25
IESPGM.PTET51.1.110.190861	0.1622	6	31
IESPGM.PTET51.1.110.191791	0.3778	17	28
IESPGM.PTET51.1.110.196258	0.2281	13	44
IESPGM.PTET51.1.110.196832	0.2712	16	43
IESPGM.PTET51.1.110.198581	0.3023	13	30
IESPGM.PTET51.1.110.199211	0.2353	12	39
IESPGM.PTET51.1.110.199528	0.1702	8	39
IESPGM.PTET51.1.110.199594	0.3966	23	35
IESPGM.PTET51.1.110.199741	1.0000	10	0
IESPGM.PTET51.1.110.202324	0.3937	50	77
IESPGM.PTET51.1.110.205311	0.3500	21	39
IESPGM.PTET51.1.110.206766	0.7778	7	2
IESPGM.PTET51.1.110.208128	0.3478	16	30
IESPGM.PTET51.1.110.209589	0.3617	34	60
IESPGM.PTET51.1.110.210068	0.6415	34	19
IESPGM.PTET51.1.110.210696	0.2500	8	24
IESPGM.PTET51.1.110.214028	0.1778	8	37
IESPGM.PTET51.1.110.217041	0.2857	10	25
IESPGM.PTET51.1.110.219228	0.2857	22	55
IESPGM.PTET51.1.110.219396	0.1167	7	53
IESPGM.PTET51.1.110.221067	0.3036	17	39
IESPGM.PTET51.1.110.222834	0.2115	11	41
IESPGM.PTET51.1.110.222886	0.4390	18	23
IESPGM.PTET51.1.110.222957	0.4000	12	18
IESPGM.PTET51.1.110.224056	0.3036	17	39
IESPGM.PTET51.1.110.228740	0.3333	25	50
IESPGM.PTET51.1.110.233186	0.4000	22	33
IESPGM.PTET51.1.110.236447	0.4444	20	25
IESPGM.PTET51.1.110.238287	0.1446	12	71
IESPGM.PTET51.1.110.239297	0.4000	18	27
IESPGM.PTET51.1.110.241250	0.3810	8	13
IESPGM.PTET51.1.110.242007	0.2778	5	13
IESPGM.PTET51.1.110.245921	0.4828	14	15
IESPGM.PTET51.1.110.246168	0.3125	10	22
IESPGM.PTET51.1.110.246337	0.2500	4	12
IESPGM.PTET51.1.110.247030	0.1964	11	45
IESPGM.PTET51.1.110.250033	0.5000	25	25
IESPGM.PTET51.1.110.250788	0.4375	21	27
IESPGM.PTET51.1.110.251972	0.3594	23	41
IESPGM.PTET51.1.110.252268	0.3205	25	53
IESPGM.PTET51.1.110.253350	0.3898	23	36
IESPGM.PTET51.1.110.254182	0.4894	23	24
IESPGM.PTET51.1.110.266691	0.5135	19	18
IESPGM.PTET51.1.110.269671	0.5000	7	7
IESPGM.PTET51.1.110.269699	0.6875	11	5
IESPGM.PTET51.1.110.277668	0.5000	11	11
IESPGM.PTET51.1.110.282259	0.0476	1	20
IESPGM.PTET51.1.110.299683	0.6500	13	7
IESPGM.PTET51.1.92.7020	0.3043	7	16
IESPGM.PTET51.1.92.7200	0.9608	49	2
IESPGM.PTET51.1.92.7393	1.0000	44	0
IESPGM.PTET51.1.92.10960	0.3478	8	15
IESPGM.PTET51.1.92.10968	0.3913	9	14
IESPGM.PTET51.1.92.11157	0.5909	13	9
IESPGM.PTET51.1.92.12407	0.6842	26	12
IESPGM.PTET51.1.92.12540	0.6452	20	11
IESPGM.PTET51.1.92.12845	0.4118	7	10
IESPGM.PTET51.1.92.12998	0.6957	16	7
IESPGM.PTET51.1.92.13303	0.7273	24	9
IESPGM.PTET51.1.92.13607	0.7667	23	7
IESPGM.PTET51.1.92.13666	0.7143	20	8
IESPGM.PTET51.1.92.13933	0.9167	22	2
IESPGM.PTET51.1.92.16588	0.2778	10	26
IESPGM.PTET51.1.92.19753	0.5556	15	12
IESPGM.PTET51.1.92.21770	0.6349	40	23
IESPGM.PTET51.1.92.22604	0.1538	2	11
IESPGM.PTET51.1.92.26342	0.1923	10	42
IESPGM.PTET51.1.92.28616	0.3455	19	36
IESPGM.PTET51.1.92.32221	0.4314	22	29
IESPGM.PTET51.1.92.34340	0.6765	23	11
IESPGM.PTET51.1.92.35765	0.6140	35	22
IESPGM.PTET51.1.92.36095	0.2200	11	39
IESPGM.PTET51.1.92.45170	0.4571	16	19
IESPGM.PTET51.1.92.48244	0.2157	11	40
IESPGM.PTET51.1.92.49905	0.1579	6	32
IESPGM.PTET51.1.92.58357	0.3448	20	38
IESPGM.PTET51.1.92.58558	0.7000	56	24
IESPGM.PTET51.1.92.59082	0.7097	22	9
IESPGM.PTET51.1.92.60466	0.6667	28	14
IESPGM.PTET51.1.92.65847	0.1833	11	49
IESPGM.PTET51.1.92.72361	0.2903	9	22
IESPGM.PTET51.1.92.79582	0.3333	4	8
IESPGM.PTET51.1.92.84224	0.4762	20	22
IESPGM.PTET51.1.92.91963	0.1667	14	70
IESPGM.PTET51.1.92.92796	0.3571	25	45
IESPGM.PTET51.1.92.100495	0.5862	17	12
IESPGM.PTET51.1.92.103472	0.2683	11	30
IESPGM.PTET51.1.92.103969	0.2364	13	42
IESPGM.PTET51.1.92.114403	0.6250	25	15
IESPGM.PTET51.1.92.115362	0.3469	17	32
IESPGM.PTET51.1.92.122757	0.3766	29	48
IESPGM.PTET51.1.92.130568	0.3514	13	24
IESPGM.PTET51.1.92.131808	0.2667	8	22
IESPGM.PTET51.1.92.133745	0.4000	22	33
IESPGM.PTET51.1.92.134724	0.1579	6	32
IESPGM.PTET51.1.92.134762	0.3171	13	28
IESPGM.PTET51.1.92.134869	0.5957	28	19
IESPGM.PTET51.1.92.135314	0.5000	10	10
IESPGM.PTET51.1.92.135860	0.6216	23	14
IESPGM.PTET51.1.92.137495	0.0741	2	25
IESPGM.PTET51.1.92.138543	0.6087	14	9
IESPGM.PTET51.1.92.143384	0.2000	8	32
IESPGM.PTET51.1.92.144468	0.1887	10	43
IESPGM.PTET51.1.92.145422	0.0000	0	21
IESPGM.PTET51.1.92.147496	0.0909	4	40
IESPGM.PTET51.1.92.151002	0.4062	13	19
IESPGM.PTET51.1.92.153976	0.8462	22	4
IESPGM.PTET51.1.92.154172	0.2740	20	53
IESPGM.PTET51.1.92.154669	0.2353	12	39
IESPGM.PTET51.1.92.157514	0.4603	29	34
IESPGM.PTET51.1.92.158038	0.4590	28	33
IESPGM.PTET51.1.92.159710	0.2222	8	28
IESPGM.PTET51.1.92.160413	0.8235	14	3
IESPGM.PTET51.1.92.160817	0.3725	19	32
IESPGM.PTET51.1.92.161398	0.4783	11	12
IESPGM.PTET51.1.92.161634	0.5556	25	20
IESPGM.PTET51.1.92.161780	0.3256	14	29
IESPGM.PTET51.1.92.164999	0.4444	12	15
IESPGM.PTET51.1.92.167969	0.5952	25	17
IESPGM.PTET51.1.92.169494	0.2167	13	47
IESPGM.PTET51.1.92.169755	0.2093	9	34
IESPGM.PTET51.1.92.170021	0.4444	12	15
IESPGM.PTET51.1.92.172246	0.2083	5	19
IESPGM.PTET51.1.92.172279	0.2424	8	25
IESPGM.PTET51.1.92.173126	0.2258	7	24
IESPGM.PTET51.1.92.173671	0.1333	4	26
IESPGM.PTET51.1.92.175388	0.2059	7	27
IESPGM.PTET51.1.92.175409	0.1333	4	26
IESPGM.PTET51.1.92.175927	0.5342	39	34
IESPGM.PTET51.1.92.175995	0.5000	27	27
IESPGM.PTET51.1.92.176326	0.4000	34	51
IESPGM.PTET51.1.92.176472	0.3462	9	17
IESPGM.PTET51.1.92.177669	0.3125	20	44
IESPGM.PTET51.1.92.179492	0.2143	3	11
IESPGM.PTET51.1.92.180475	0.2500	4	12
IESPGM.PTET51.1.92.186352	0.2500	6	18
IESPGM.PTET51.1.92.192026	0.2500	8	24
IESPGM.PTET51.1.92.192616	0.4375	21	27
IESPGM.PTET51.1.92.192771	0.5408	53	45
IESPGM.PTET51.1.92.196188	0.1818	8	36
IESPGM.PTET51.1.92.197165	0.3684	14	24
IESPGM.PTET51.1.92.197180	0.2571	9	26
IESPGM.PTET51.1.92.198939	0.1429	4	24
IESPGM.PTET51.1.92.198982	0.2800	7	18
IESPGM.PTET51.1.92.201534	0.1379	4	25
IESPGM.PTET51.1.92.202123	0.2941	10	24
IESPGM.PTET51.1.92.202278	0.5714	8	6
IESPGM.PTET51.1.92.204077	0.2889	13	32
IESPGM.PTET51.1.92.205285	0.3784	28	46
IESPGM.PTET51.1.92.208023	0.5833	14	10
IESPGM.PTET51.1.92.209168	0.3571	10	18
IESPGM.PTET51.1.92.210018	0.5283	28	25
IESPGM.PTET51.1.92.210914	0.4643	13	15
IESPGM.PTET51.1.92.213024	0.2353	4	13
IESPGM.PTET51.1.92.213035	0.6316	24	14
IESPGM.PTET51.1.92.213397	0.1842	7	31
IESPGM.PTET51.1.92.214227	0.3529	12	22
IESPGM.PTET51.1.92.215845	0.4694	23	26
IESPGM.PTET51.1.92.216779	0.3673	18	31
IESPGM.PTET51.1.92.217757	0.4848	16	17
IESPGM.PTET51.1.92.218793	0.3125	20	44
IESPGM.PTET51.1.92.221167	0.4750	19	21
IESPGM.PTET51.1.92.222574	0.3200	16	34
IESPGM.PTET51.1.92.223428	0.1111	3	24
IESPGM.PTET51.1.92.224297	0.2632	15	42
IESPGM.PTET51.1.92.225485	0.5614	32	25
IESPGM.PTET51.1.92.230294	0.3333	11	22
IESPGM.PTET51.1.92.232251	0.1429	6	36
IESPGM.PTET51.1.92.234439	0.0000	0	5
IESPGM.PTET51.1.92.236477	0.0000	0	22
IESPGM.PTET51.1.92.236569	0.3902	16	25
IESPGM.PTET51.1.92.237006	0.3846	15	24
IESPGM.PTET51.1.92.237499	0.3617	17	30
IESPGM.PTET51.1.92.238414	0.1714	6	29
IESPGM.PTET51.1.92.239514	0.1875	9	39
IESPGM.PTET51.1.92.242826	0.7083	17	7
IESPGM.PTET51.1.92.243945	0.4225	30	41
IESPGM.PTET51.1.92.245610	0.3939	13	20
IESPGM.PTET51.1.92.246969	0.3051	18	41
IESPGM.PTET51.1.92.247245	0.5946	22	15
IESPGM.PTET51.1.92.247835	0.4737	18	20
IESPGM.PTET51.1.92.248865	0.3571	10	18
IESPGM.PTET51.1.92.249028	0.2800	14	36
IESPGM.PTET51.1.92.249059	0.2400	12	38
IESPGM.PTET51.1.92.249192	0.4242	14	19
IESPGM.PTET51.1.92.249343	0.4444	8	10
IESPGM.PTET51.1.92.256168	0.4545	20	24
IESPGM.PTET51.1.92.256733	0.2889	26	64
IESPGM.PTET51.1.92.259484	0.5962	31	21
IESPGM.PTET51.1.92.259900	0.1458	7	41
IESPGM.PTET51.1.92.260036	0.6750	27	13
IESPGM.PTET51.1.92.262299	0.4024	33	49
IESPGM.PTET51.1.92.264643	0.3333	1	2
IESPGM.PTET51.1.92.264800	0.3810	16	26
IESPGM.PTET51.1.92.266750	0.1739	8	38
IESPGM.PTET51.1.92.268166	0.3704	30	51
IESPGM.PTET51.1.92.268212	0.2000	11	44
IESPGM.PTET51.1.92.268240	0.1774	11	51
IESPGM.PTET51.1.92.270589	0.2558	11	32
IESPGM.PTET51.1.92.271484	0.1364	3	19
IESPGM.PTET51.1.92.272246	0.3243	12	25
IESPGM.PTET51.1.92.273255	0.4714	33	37
IESPGM.PTET51.1.92.273340	0.3750	21	35
IESPGM.PTET51.1.92.276197	0.6721	41	20
IESPGM.PTET51.1.92.279658	0.6744	29	14
IESPGM.PTET51.1.92.279826	0.4167	15	21
IESPGM.PTET51.1.92.280058	0.3878	19	30
IESPGM.PTET51.1.92.282058	0.2941	5	12
IESPGM.PTET51.1.92.282892	0.7021	33	14
IESPGM.PTET51.1.92.284212	0.6190	26	16
IESPGM.PTET51.1.92.286283	0.2985	20	47
IESPGM.PTET51.1.92.287799	0.1786	5	23
IESPGM.PTET51.1.92.289223	0.4074	11	16
IESPGM.PTET51.1.92.289872	0.3333	17	34
IESPGM.PTET51.1.92.290000	0.2182	12	43
IESPGM.PTET51.1.92.290190	0.2500	4	12
IESPGM.PTET51.1.92.291978	0.5172	15	14
IESPGM.PTET51.1.92.293443	0.5882	30	21
IESPGM.PTET51.1.92.294611	0.3214	9	19
IESPGM.PTET51.1.92.297127	0.2727	9	24
IESPGM.PTET51.1.92.297953	0.4103	16	23
IESPGM.PTET51.1.92.298457	0.2593	14	40
IESPGM.PTET51.1.92.298618	0.0741	2	25
IESPGM.PTET51.1.92.299058	0.3488	15	28
IESPGM.PTET51.1.92.299149	0.6512	28	15
IESPGM.PTET51.1.92.300929	0.0833	3	33
IESPGM.PTET51.1.92.301441	0.3514	13	24
IESPGM.PTET51.1.92.301455	0.3333	13	26
IESPGM.PTET51.1.92.306645	0.5556	20	16
IESPGM.PTET51.1.92.306654	0.6538	34	18
IESPGM.PTET51.1.92.307781	0.1538	4	22
IESPGM.PTET51.1.92.309153	0.1212	4	29
IESPGM.PTET51.1.92.309669	0.5000	5	5
IESPGM.PTET51.1.92.310245	0.2273	5	17
IESPGM.PTET51.1.92.310681	0.3778	17	28
IESPGM.PTET51.1.92.311164	0.4062	26	38
IESPGM.PTET51.1.92.311839	0.4459	33	41
IESPGM.PTET51.1.92.311894	0.4032	25	37
IESPGM.PTET51.1.92.312754	0.3500	7	13
IESPGM.PTET51.1.92.312780	0.2000	5	20
IESPGM.PTET51.1.92.313362	0.3750	18	30
IESPGM.PTET51.1.92.314597	0.4902	25	26
IESPGM.PTET51.1.92.314714	0.4054	15	22
IESPGM.PTET51.1.92.315050	0.6667	12	6
IESPGM.PTET51.1.92.317350	0.7826	18	5
IESPGM.PTET51.1.92.319324	0.8571	36	6
IESPGM.PTET51.1.92.319762	0.7667	23	7
IESPGM.PTET51.1.92.321962	0.0000	0	15
IESPGM.PTET51.1.92.322170	0.7222	13	5
IESPGM.PTET51.1.92.322815	0.6875	22	10
IESPGM.PTET51.1.92.322924	0.6190	13	8
IESPGM.PTET51.1.92.323487	0.3514	13	24
IESPGM.PTET51.1.92.323841	0.7188	23	9
IESPGM.PTET51.1.92.324138	0.6071	17	11
IESPGM.PTET51.1.92.324311	0.6000	15	10
IESPGM.PTET51.1.92.324648	0.5405	20	17
IESPGM.PTET51.1.92.324837	0.3000	3	7
IESPGM.PTET51.1.92.324894	0.5455	6	5
IESPGM.PTET51.1.92.325278	0.5357	15	13
IESPGM.PTET51.1.92.325290	0.6667	22	11
IESPGM.PTET51.1.92.326951	0.4737	9	10
IESPGM.PTET51.1.92.327240	0.5758	19	14
IESPGM.PTET51.1.92.327282	0.3810	8	13
IESPGM.PTET51.1.92.327318	0.2000	4	16
IESPGM.PTET51.1.92.327347	0.3333	8	16
IESPGM.PTET51.1.92.328706	0.5926	16	11
IESPGM.PTET51.1.92.328881	0.4348	10	13
IESPGM.PTET51.1.92.328983	0.2581	8	23
IESPGM.PTET51.1.92.329025	0.3750	9	15
IESPGM.PTET51.1.92.329344	0.5789	22	16
IESPGM.PTET51.1.475.292	1.0000	30	0
IESPGM.PTET51.1.475.687	1.0000	13	0
IESPGM.PTET51.1.307.223	0.2000	2	8
IESPGM.PTET51.1.307.352	0.7500	9	3
IESPGM.PTET51.1.307.481	0.5833	7	5
IESPGM.PTET51.1.307.610	0.6250	15	9
IESPGM.PTET51.1.307.740	0.8333	5	1
IESPGM.PTET51.1.307.867	0.0000	0	9
IESPGM.PTET51.1.307.997	0.1111	2	16
IESPGM.PTET51.1.307.1127	0.4444	8	10
IESPGM.PTET51.1.307.1256	0.4000	8	12
IESPGM.PTET51.1.307.1385	0.5000	13	13
IESPGM.PTET51.1.307.1515	0.6667	4	2
IESPGM.PTET51.1.307.1643	0.9333	14	1
IESPGM.PTET51.1.307.1771	1.0000	13	0
IESPGM.PTET51.1.307.1901	0.7895	15	4
IESPGM.PTET51.1.307.8493	0.5000	2	2
IESPGM.PTET51.1.307.8580	0.5128	20	19
IESPGM.PTET51.1.200.7665	0.9444	17	1
IESPGM.PTET51.1.306.8369	0.6842	13	6
IESPGM.PTET51.1.306.8400	0.6818	15	7
IESPGM.PTET51.1.93.816	1.0000	6	0
IESPGM.PTET51.1.93.1411	0.3846	15	24
IESPGM.PTET51.1.93.1611	0.4118	7	10
IESPGM.PTET51.1.93.2165	0.6667	32	16
IESPGM.PTET51.1.93.2464	0.4118	14	20
IESPGM.PTET51.1.93.3673	0.7297	27	10
IESPGM.PTET51.1.93.7180	0.1786	5	23
IESPGM.PTET51.1.93.7447	0.2222	2	7
IESPGM.PTET51.1.93.8270	0.3243	12	25
IESPGM.PTET51.1.93.19928	0.2692	14	38
IESPGM.PTET51.1.93.25313	0.1346	7	45
IESPGM.PTET51.1.93.33531	0.4521	33	40
IESPGM.PTET51.1.93.38897	0.1724	10	48
IESPGM.PTET51.1.93.42107	0.2759	16	42
IESPGM.PTET51.1.93.47134	0.4167	25	35
